"uniquekeys","statelgafac","statecodes","lgacodes","distrcodes","facnames","addresss","questnums","reasons","designats","designats_2","ifotherspe","gender","age","educations","whoemploye","n15other","gradelevel","curgrade","primaryhea","workfacs","previously","indigene","farawayfac","time","time_2","gettowork","n116oth","havespouse","living","howfar","pays","n211oth","monthsal","months","salarylate","healthcare","medicines","schooling","housing","food","supplement","agric","petty","clinic","home","sellmed","other","n217oth","week","services","health","vacntime","vacnday","vacwdecide","arintime","arinday","ariwdecide","diatime","dianday","diawdecide","malntime","malnday","malwdecide","nutntime","nutnday","nutwdecide","matntime","matnday","matwdecide","fpntime","fpnday","fpwdecided","drugntime","drugnday","drugwdecid","stintime","stinday","stiwdecide","othntime","othnday","othwdecide","n221oth","days","outp","deliveries","inp","imm","antenatals","family","educa","inspection","laborators","admin","nonhealth","equipment","staffass","strike","strikelast","criterion","peoplelivi","house","bicycle","motorbike","car","boat","toilet","n314oth","purpose","times","discussed","referred","seeing","training","consider","attend","worker","diagnosis","tell","adjust","send","staffmeets","advice","whatother","n4111oth","notapplic","opinion","opinion_2","n4112oth","engaging","engaging_2","engaging_3","n4113oth","recstatus","salnopay"
422,20703,2,7,"WARD K",3,"18 ALICE OLATOUN ALAKUKO",11,1.79769313486232e+308,6,6,"",2,52,2,2,"",1,7,13,2,2,2,5,1,1,4,"",1,1,1.79769313486232e+308,3,"",15075,11,1,2,2,2,2,1,1,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,21,3,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,2,2,2,2,2,1,1,0,1,6,4,2,2,1,2,3,1.79769313486232e+308,1,6,2,0,2,1,1,8,0,4,1,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,6,7,"NOT ATTENDING TO PAT",3,3,2,"",1,1
423,20703,2,7,"OS WARD K",3,"18 ALICE OLATUNJI ST.",12,1.79769313486232e+308,5,5,"",2,52,3,2,"",3,8,23,0,1,2,5,1,1,4,"",1,1,1.79769313486232e+308,3,"",22100,11,1,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,21,3,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,2,2,2,2,2,1,1,0,1,5,3,2,2,2,2,3,1.79769313486232e+308,1,3,0,0,2,2,1,11,5,4,1,1,1,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,".",1,1
424,20702,2,7,"WARD I",2,"ALAGBADO  P.H.C.",13,1.79769313486232e+308,7,7,"",1,45,3,1,"",7,14,20,3,3,2,3,0.400000005960464,0.666666686534882,4,"",1,1,1.79769313486232e+308,3,"",45000,11,11,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,"",6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,3,8,5,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,0,0,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",7,7,4,"",1,1
425,20702,2,7,"WARD I",2,"ALAGBADO",14,1.79769313486232e+308,6,6,"",2,46,3,2,"",2,8,20,0,1,2,3,1,1,4,"",1,1,1.79769313486232e+308,3,"",18000,11,11,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,"",6,1,2,2,1,2,1,1,2,2,2,2,2,1,2,0,3,9,4,2,2,2,2,2,1.79769313486232e+308,1,20,0,3,2,2,1,203,0,2,2,1,2,2,1,2,"",2,6,1,"IMPATIENCE WITH PATI",3,3,2,"",1,1
426,20702,2,7,"WARD 1",2,"ALAGBADO",15,1.79769313486232e+308,7,7,"",1,30,3,1,"",8,8,4,2,1.79769313486232e+308,2,1,0.150000005960464,0.25,4,"",1,2,1.79769313486232e+308,3,"",20000,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,2,2,2,1,2,0,1,4,2,2,2,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",7,4,2,"REPORT TO H.O.D.",1,1
427,20701,2,7,"WARD D (IJU)",1,"195 IJU ROAD, AGEGE",16,1.79769313486232e+308,7,7,"",1,38,5,1,"",7,14,21,3,4,2,7,0.200000002980232,0.333333343267441,5,"",1,1,1.79769313486232e+308,3,"",43000,11,3,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1,3,2,"HAZARD AND SAFETY",5,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,3,5,4,1,2,1,2,3,1.79769313486232e+308,1,0,0,1.79769313486232e+308,1,7,1,0,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,1
428,20701,2,7,"WARD D (IJU)",1,"95 IJU ROAD",17,1.79769313486232e+308,7,7,"",2,31,3,1,"",8,8,7,3,1,2,2,0.0799999982118607,0.133333325386047,4,"",1,1,1.79769313486232e+308,3,"",21000,11,4,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,1,2,2,2,1.79769313486232e+308,0,1,2,2,2,2,2,2,3,1.79769313486232e+308,1,0,0,0,2,1.79769313486232e+308,1,0,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",4,4,2,"",1,1
429,20704,2,7,"IFAKO\IJAYE",4,"ABRAHAM AFOLABI STREET",18,1.79769313486232e+308,9,8,"",2,35,3,1,"",3,7,14,0,1,2,10,1,1,4,"",1,1,1.79769313486232e+308,3,"",12300,11,5,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,1,2,2,2,1,2,2,2,2,2,1,2,0,3,4,2,2,2,1,1.79769313486232e+308,3,1.79769313486232e+308,1,0,0,0,2,1,1,50,0,5,2,2,2,2,2,2,"",1,1,1,"",3,3,2,"",1,1
430,20704,2,7,"IFAKO\IJAYE",4,"ABRAHAM AFOLABI",19,1.79769313486232e+308,4,4,"",2,42,3,1,"",7,13,17,1,5,2,1,0.300000011920929,0.5,1,"",1,1,1.79769313486232e+308,3,"",45250,11,2,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,"",3,1,2,1,1,1,1,1,1,2,2,2,2,1,2,0,3,6,4,2,2,2,1.79769313486232e+308,3,1.79769313486232e+308,1,0,0,0,1,4,1,43,3,2,2,1,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
431,20704,2,7,"IFAKO\IJAYE",4,"ABRAHAM AFOLABI STREET",20,1.79769313486232e+308,4,4,"",2,37,3,1,"",4,12,18,2,2,2,6,1,1,4,"",1,1,1.79769313486232e+308,3,"",36200,11,2,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,2,1,1,1,1,1,1,1,2,2,2,1,1.79769313486232e+308,0,3,6,4,2,1,1,1.79769313486232e+308,3,1.79769313486232e+308,1,0,0,0,2,1,1,50,5,1,2,1,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
432,20704,2,7,"IFAKO\IJAYE",4,"ABRAHAM AFOLABI STREET",21,1.79769313486232e+308,5,5,"",2,44,3,2,"",2,8,25,2,2,2,10,1,1,4,"",1,1,1.79769313486232e+308,3,"",20500,11,2,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,1,1,1,1,1,1,2,2,2,2,1,1.79769313486232e+308,0,3,10,6,2,2,2,1.79769313486232e+308,3,1.79769313486232e+308,1,3,0,2,2,1,1,12,3,2,2,1,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
433,20704,2,7,"OJOKORO DISTRICT",4,"ABRAHAM AFOLABI STREET",22,1.79769313486232e+308,10,8,"",2,45,2,1,"",1,8,11,6,1,2,10,1.29999995231628,1.49999988079071,4,"",1,1,1.79769313486232e+308,3,"",19000,11,0,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,"",6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,8,3,2,2,2,2,2,1.79769313486232e+308,2,2,2,0,2,6,1,40,0,5,2,2,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
